case_id,group,purpose,classification_label,oscillatory,theta_complete_cycles,theta_amplitude,J_complete_cycles,J_amplitude,clipping_total,nonfinite_total,source_shutdown_tail_over_early_peak,source_shutdown_tail_over_global_peak,A_shutdown_tail_over_early_peak,D_shutdown_tail_over_early_peak,M_shutdown_tail_over_early_peak,source_heat_loss_balance_tail,reactant_supply_source_balance_tail,source_tail_mean,heat_loss_tail_mean,reactant_supply_tail_mean,heat_inventory_tail_mean_abs,reactant_inventory_tail_mean,heating_time_tail_estimate,thermal_loss_time_tail_estimate,reactant_replenishment_time_tail_estimate,reactant_consumption_time_tail_estimate,swelling_change_time_estimate,barrier_change_time_estimate,max_geometric_skin_thickness,max_functional_skin_thickness,max_A_functional_skin_thickness,max_D_functional_skin_thickness,max_M_functional_skin_thickness,min_A,min_D_over_D0,min_M_over_M0,geometry_overstates_functional_barrier,reactant_balance_residual,heat_balance_residual,source_run_dir
diagnostic_transport_constant,mechanism_isolation,Set D/M constant while retaining A(phi).,steady_hot_nonuniform,False,0,0.004486290210341082,0,0.008837365814797882,0,0,1.0081332168630992,0.9950612513042097,0.719352793055861,1.0,1.0,0.9998383098890087,1.0000024260991733,0.5786374253923762,0.5787310004720766,0.5786388292241555,3.021673194389116,0.012758436591104302,5.2220493555875835,5.221205001847676,0.022049050196321834,0.022049103689504287,47.86673012523107,47.87824434753775,1.0,0.0,0.0,0.0,0.0,0.7156326254196967,1.0,1.0,True,0.0012133773842828684,1.0429436277019636e-05,
diagnostic_diffusivity_constant,mechanism_isolation,Set D constant while retaining A(phi) and M suppression.,steady_hot_nonuniform,False,0,0.004531217696196244,0,0.009134099416726937,0,0,1.008168487067158,0.9950715405876231,0.719488372498185,1.0,0.946607528428804,0.9998366992944108,1.0000024539895151,0.5786461064586074,0.5787406152094242,0.5786475264500855,3.021713936199896,0.012757786009118118,5.222041421298408,5.221188658249694,0.02204759447843006,0.02204764858299574,47.87056413679474,47.88121192864681,1.0,0.0,0.0,0.0,0.0,0.7156748582018321,1.0,0.9457700884433058,True,0.001213374560853335,1.0429204399568365e-05,
diagnostic_mobility_constant,mechanism_isolation,Set M constant while retaining A(phi) and D suppression.,steady_hot_nonuniform,False,0,0.005363130457667786,0,0.006193475785802982,0,0,1.0045762234248286,0.9933615621167132,0.7295497726632384,0.9002246072025664,1.0,0.9998047514363237,1.0000027395811975,0.5731970925191456,0.5733090302838512,0.5731986628391227,2.9880365350243747,0.013119065711899051,5.2129303759937855,5.211912558825329,0.022887467404265605,0.02288753010634096,47.828588045238284,47.842620219626866,1.0,0.0,0.0,0.0,0.0,0.7266706276539263,0.8990392114206877,1.0,True,0.001214752434428983,1.0521032626773792e-05,
diagnostic_source_beta_0,source_scaling,Diagnostic S_R = J^0 R source scaling.,steady_hot_nonuniform,False,0,0.005430735745387771,0,0.006449420556278396,0,0,1.0046157529629973,0.9933744390456418,0.7296464478188042,0.9002643375183398,0.948822406802117,0.9998023035387149,1.0000027767131072,0.5732060175889193,0.5733193607977353,0.5732076092175815,2.9880848578559536,0.013118361019482333,5.212933511104361,5.211902932596302,0.022885880802225686,0.022885944349750883,47.83406271677303,47.846979453871874,1.0,0.0,0.0,0.0,0.0,0.7266924886469819,0.8990482270648753,0.9481813953675965,True,0.0012147492757349592,1.0520736788194968e-05,
diagnostic_source_beta_0p5,source_scaling,Diagnostic S_R = J^0.5 R source scaling.,steady_hot_nonuniform,False,0,0.006247138566757737,0,0.004725558871001456,0,0,0.9940932004703528,0.9885467041687822,0.7314571230311631,0.9010086440527623,0.9492145819546908,0.9997716459624165,1.0000039966417542,0.5712373284355186,0.5713678025801829,0.571239611466477,2.9802060527244003,0.013530459901977291,5.217106628669501,5.21591528130634,0.023686137358790854,0.023686232023796418,47.797509911748634,47.810259189867864,1.0,0.0,0.0,0.0,0.0,0.7289025711446346,0.8999587506388964,0.9486614185511829,True,0.0013378417286272555,1.2027478964890605e-05,
diagnostic_source_beta_1,source_scaling,Diagnostic S_R = J^1 R source scaling.,steady_hot_nonuniform,False,0,0.006545161704703872,0,0.003345049559272284,0,0,0.9850101840981254,0.9829491856211068,0.7331223415498951,0.9016920024069134,0.9495744913691913,0.9997598458243918,1.00000452039244,0.569438506416535,0.5695752923013044,0.5694410805020544,2.972942288854165,0.013918781635199641,5.220831143933048,5.2195773395336875,0.024442882875482012,0.024442993366904975,47.748533689075245,47.77173747634128,1.0,0.0,0.0,0.0,0.0,0.7308888061059738,0.9007754828790985,0.9490917888637449,True,0.00147245879108593,1.3755649091545888e-05,
perturb_m_act_12,local_perturbation,Strengthen reaction accessibility suppression.,steady_hot_nonuniform,False,0,0.005711348013076378,0,0.001958426266679081,0,0,0.988683585226514,0.9844371895615697,0.5693222579217638,0.9103850027890116,0.954140859521398,0.9997821879717002,1.0000050241783245,0.5481125241020242,0.5482319356118985,0.5481152779170871,2.8864095822831115,0.018705932733418258,5.266089453095297,5.26494243547031,0.03412773459718794,0.03412790606101237,47.179126330539845,47.22909280012786,1.0,0.0,0.0,0.0,0.0,0.5665777330720949,0.9096521697668472,0.9537567592954346,True,0.0012229449275155966,1.0760918123729877e-05,
perturb_m_diff_6,local_perturbation,Strengthen solute diffusivity suppression.,steady_hot_nonuniform,False,0,0.00609398020700791,0,0.003048799778991529,0,0,0.9979716285796537,0.9898456739420304,0.7468418079910375,0.7468418079910375,0.9525134540105337,0.9997737172620825,1.0000031214422942,0.5625562748966138,0.5626836004823121,0.562558030883563,2.923983213879708,0.01384411213759854,5.197672382939957,5.1964962394023475,0.024609216076525914,0.0246092928927738,47.72758515990681,47.751204850228234,1.0,0.0,0.0,0.0,0.0,0.7448216666563282,0.7448216666563282,0.9520836111326715,True,0.0012174856420253263,1.0696921839391267e-05,
perturb_m_mob_4,local_perturbation,Strengthen solvent mobility suppression.,steady_hot_nonuniform,False,0,0.005636658611737566,0,0.0072973464112008335,0,0,1.0047430080278366,0.9934208193614598,0.7299792556074025,0.9004010818048627,0.8107236227147796,0.9997948498909109,1.0000028903139895,0.5732356602863984,0.5733532837751114,0.5732373171174465,2.988242955126126,0.013116048422454141,5.212939742152727,5.21187030699595,0.02288066047131905,0.022880726603612095,47.85023797841277,47.86351756943666,1.0,0.0,0.0,0.0,0.0,0.7267761700498553,0.8990827362577737,0.8083507851680308,True,0.0012147402609054613,1.0519891836924623e-05,
perturb_A_min_1e_minus_6,local_perturbation,Lower accessibility floor.,steady_hot_nonuniform,False,0,0.0054309669253034265,0,0.006448596214172819,0,0,1.004613585456998,0.9933734028782932,0.7296228861617611,0.900265678313035,0.9488231133786665,0.9998022940540412,1.0000027772417832,0.5732030473927138,0.5733163954530105,0.5732046393161673,2.9880728841029494,0.01311894982533076,5.2129396340347025,5.211909004873129,0.022887026596612438,0.022887090159418998,47.83404845749698,47.846964610196835,1.0,0.0,0.0,0.0,0.0,0.7266689207079273,0.8990496671204504,0.9481821547491222,True,0.0012147502430248514,1.0520764337395804e-05,
perturb_D_min_1e_minus_6,local_perturbation,Lower diffusivity floor.,steady_hot_nonuniform,False,0,0.005430809825559546,0,0.006449180193534465,0,0,1.0046153781396132,0.9933742525435112,0.7296474399318936,0.900254864189096,0.9488226218554591,0.9998023006302661,1.0000027767489128,0.573205456207597,0.573318800973206,0.5732070478552244,2.9880814210984386,0.01311839857106509,5.212932620823221,5.211902027329619,0.02288596872657159,0.02288603227516037,47.83405845557156,47.846974940026236,1.0,0.0,0.0,0.0,0.0,0.7266935533735722,0.8990386709802464,0.948181626915741,True,0.0012147494156648194,1.052074600778936e-05,
perturb_M_min_1e_minus_6,local_perturbation,Lower mobility floor.,steady_hot_nonuniform,False,0,0.005430742584916715,0,0.006449447125319474,0,0,1.004615757028626,0.9933744404175561,0.7296464579548725,0.9002643416837384,0.9488173402064801,0.9998023032910937,1.0000027767168695,0.5732060185156611,0.5733193618666544,0.5732076101464825,2.9880848628502035,0.013118360946583339,5.212933511389087,5.211902931590138,0.0228858806379611,0.022885944185571945,47.834063271035674,47.84698005742964,1.0,0.0,0.0,0.0,0.0,0.7266924910138273,0.8990482280409711,0.9481762653274561,True,0.001214749275425696,1.0520736759250577e-05,
perturb_Bi_c_0p2,local_perturbation,Reduce surface reactant supply.,steady_hot_nonuniform,False,0,1.189450522776081e-05,0,4.2283405679022223e-05,0,0,0.9999291874655564,0.9999291874655564,0.9541188167252701,0.9844661974592207,0.9922026965533803,1.0000015781559477,0.9999998353940894,0.1589773821041138,0.15897713121340865,0.15897735593549706,0.9199434445263456,0.057325308730269996,5.7866309807761045,5.786640112982203,0.3605878861988935,0.36058782684399615,47.609611303629265,47.609808240354894,0.0,0.0,0.0,0.0,0.0,0.9529060108922832,0.9840488935116501,0.9919923825810434,False,0.000267918144473857,7.689592714637047e-06,
perturb_Bi_c_2,local_perturbation,Increase surface reactant supply.,oscillatory_nonuniform,True,3,2.0071763921600185,3,0.4660280021473624,299,0,0.20137856871727375,0.20137856871727375,0.21622134459492684,0.25918485709640227,0.3134445492158363,0.9191933553569823,1.008283723593182,0.3504328803529697,0.38123957088100785,0.35333576947177636,2.043435240101571,0.02336605086410721,5.831174397914212,5.359976760490496,0.0661298766865256,0.066677678306248,4.62938136165331,5.500850314697499,1.0,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.0967741935483871,0.00010000011857921843,0.0005912552900622074,0.022263171355498768,True,0.001997161388104263,9.735618137265236e-05,
perturb_Gamma_A_2p5,local_perturbation,Increase Arrhenius temperature sensitivity.,oscillatory_nonuniform,False,0,2.3425493284593797,1,0.32711526664811563,8964,0,0.803610784431665,0.8031142545631835,0.5779090916291442,0.7211146043180096,0.7745918518639242,0.9918242087163935,0.9997233134024405,0.5552780778688398,0.559855338263495,0.5551244398667748,2.826718387840086,0.0034484170311854766,5.0906356661675645,5.049015691460096,0.006211971196968138,0.006210252427793511,12.045852734354877,17.004898080451134,1.0,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.0967741935483871,0.00010000011857921843,0.0005912552900622074,0.022263171355498768,True,0.0019769164908013523,8.23655384978143e-05,
perturb_S_chi_2,local_perturbation,Increase LCST/osmotic temperature sensitivity.,steady_hot_nonuniform,False,0,0.028977301815472867,0,0.000808890177710353,13952,0,1.0381217156220117,0.9976850244789627,0.00010024610756538154,0.0005917397001771333,0.022272289495995377,1.0011755243365519,0.9999165886150782,0.5151379257646951,0.5145330796076553,0.5150949573968813,2.604559065918728,0.07883081242357805,5.0560421503666175,5.061985650961006,0.15304132042364144,0.15302855503515464,47.909919750840736,,1.0,0.0,0.0,0.0,0.0,0.00010000011857921843,0.0005912552900622074,0.022263171355498768,True,0.0019514640771735854,0.00024433972224554407,
perturb_Bi_T_0p05,local_perturbation,Reduce cooling to test heat-loss-limited reset.,steady_hot_nonuniform,False,0,0.8360872337867278,0,0.002477324732979014,29623,0,1.0165378959407048,0.9964968066459966,0.00010021236893264914,0.0005916733078017127,0.022271040000869966,1.0267490905731014,0.9999967003978407,0.6693812142725055,0.6519423493220495,0.6693790055808055,13.087112926363533,0.00017934150255964328,19.551060960960523,20.07403406140548,0.00026792221008490187,0.000267921326048199,47.94526560312929,,0.3870967741935484,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.00010000011857921843,0.0005912552900622074,0.022263171355498768,True,0.0011946366203898257,2.844370914669893e-05,
perturb_Bi_T_0p5,local_perturbation,Increase cooling to test reset strength.,steady_hot_nonuniform,False,0,4.481537668743485e-06,0,1.7326599258238318e-05,0,0,0.9985400554037945,0.9985400554037945,0.9456309930761937,0.9815382221165324,0.9907261039106007,0.9999997445767567,0.9999999971301891,0.368736024394035,0.36873611857781036,0.36873602333583233,1.0301119444789804,0.12514706536790454,2.79362979565618,2.7936290820981973,0.33939473620109206,0.33939473522709335,47.59080953115248,47.59081358366848,0.0,0.0,0.0,0.0,0.0,0.9439641421927281,0.9809611682038367,0.9904348333200323,False,0.001511757340486892,3.27750435396366e-05,
